text,locale,variations,tags,severity,adjective,adverb,collapseDoubles,filterMode,noun,replacePhonetics,verb,definition,entryIgnores
うんこ, ja, unko;ウンコ, Vulgarity, high, false, false, true, embeddable, false, true, false, Crap; Poop; common; general word in everyday use; Slang
naranjas, es, bochas;breva;bubis;cañaguagua;chicches;chicharrón;chiche;chicherio;chichi;chichis;chichotas;cocos;domingas;gemelas;gomas;limones;lolas;mancha;manchas;melones;naranjas;pecho;pechuga;pechugas;pelotones;pezones;pezón;repisas;seno, Microsoft;Sexual, medium, false, false, true, embeddable, true, true, false, , echo
muna, fi, , Sexual, mild, false, false, false, embeddable, true, true, false, Can mean 'egg' but can also mean 'Penis'
timbo, ja, chinbo;timbo;tinbo;チンボ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Penis; timbo
guairá, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in PARAGUAY
eisbahn, de, , PII, medium, false, false, true, embeddable, true, true, false, 
srát, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
うんち, ja, unchi;ウンチ, Vulgarity, high, false, false, true, embeddable, false, true, false, Crap; Poop; used by babies; Slang
конопл, ru, гандж;гашиш;конопл, Alcohol-Drug, severe, false, false, true, embeddable, true, true, false, 
pelotudazos, es, pelotudaso;pelotudazo;pelotudazos;pelotudita;pelotuditas;pelotudito;pelotuditos;pelotudones;pelotudón, Bullying, medium, false, false, true, embeddable, false, true, true, 
advance, es, advance;american jean's;b&h;baronet;belmont;cachaspirina;café crème holandeses;capri;capstan navy cut;chestrefield;cigarrillo;commanders;derby;du maurier;el huasito;embassy;eve;export;export”a”;faros;gitannes;gold coast;habano;john player & sons;kent;kools;l&m;latino;le mans;liberty;liggett select;lucky strike;mayfair;newport;newral;pall mall;parisiennes;parliament;peter stuyvesant;pitillo;prelude;puro;regal;rodeo;supremos;tigres;viceroy;winston, Alcohol-Drug, mild, false, false, true, embeddable, true, true, false, , peter pan
sugar, pt, , Sexual, medium, false, false, true, embeddable, false, true, true, 
chirri, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
cifuentes, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
callboy, de, , Sexual, medium, false, false, true, embeddable, true, true, false, 
kiffer, de, kiffa, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 
ぽこちん, ja, pokochin;ポコチン, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Cock; Dick; Slang
kiffen, de, , Alcohol-Drug, medium, false, false, true, embeddable, false, true, true, 
quibdó, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Colombia
bettles, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
mountainaire, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Arizona.
jebudo, pt, jebudao;jebudinha;jebudinho, Sexual, medium, true, false, true, embeddable, false, true, false, 
spank, da, spanke, Grooming;Sexual, high, false, false, false, embeddable, false, true, true, spank
afrodisíaco, pt, , Sexual, medium, true, false, true, embeddable, false, true, false, 
píča, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
esteroides, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
píče, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
b̩fo, pt, , Disney, none, false, false, true, nonEmbeddable, false, true, false, 
ergüße, de, erguß;ergüsse;ergüße, Sexual, medium, false, false, false, embeddable, true, false, false, 
عشوش, ar, 3osh;3oshe;3shash;osh;oshe;العش;عشوش;عشي, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pussy; nest
jurupinga, pt, , Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 
píči, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
vandrepokal, da, , Bullying;Sexual, medium, false, false, false, embeddable, true, true, false, derogative term for girl with many sexual partners
warren, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Michigan.
cabreo, es, cabreada;cabreado;cabrear;cabreo;callejera;cocoya;descojone;emputadas;emputecer;guila;perra;piruja;putadas;putah;putasa;putaza;puterías;putialegre;putilla;putillo;puto;putoh;putona;pvto;talonera;wachiturra;wila;zopenca;zorra;zunga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , zorro
jader, da, jader, Sexual, medium, false, false, false, exactMatch, true, true, false, tits
sviker, no, , Bullying, medium, false, false, false, embeddable, true, false, false, traitor
調教, ja, choukyou;ちょうきょう;チョウキョウ, Microsoft;Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, training; but also submissive sexual training; tuning
incazzosamente, it, , Vulgarity, medium, false, true, true, nonEmbeddable, false, true, false, "Bitchily, touchily, grouchily, grumpily"
taradito, es, taradito;taradote, Bullying;Microsoft, medium, true, false, true, exactMatch, false, true, false, 
くそったれ, ja, kusottare;くそったれ;クソッタレ, Vulgarity, high, false, false, true, embeddable, false, true, false, Asshole; Shithead; Swearword
birote, es, aguayón;banano;bicho;birote;bollo;boniato;brizna;burondanga;butifarra;cabeza;cabezon;cabezón;cacho;camarón;camote;capullo;chile;chizo;chorizo;cogollo;cogollos;cogote;corneta;cornudita;cornuditas;cornudito;cornuditos;coyones;coyos;cuacha;cucuy;cuernitos;cuerno;cíclope;dedo;falo;flaite;forro;fálico;guampas;guampuda;guampudo;huevo;longaniza;mandarria;miembro;nepe;paja;palo;peine;pelón;pichafloja;pichula;pico;pija;pijear;pilin;pilinga;pinchila;pinga;pingo;piola;pito;poia;poias;poronga;poya;poyas;riata;sopladores;tompiates;tranca;verga;ñonga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , banana;bananas
チョン, ja, chon;チョン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, Korean; derogatory
fandens, da, , Microsoft;Vulgarity, medium, true, false, false, embeddable, false, true, false, damn
preta, pt, , Bigotry-Racism, medium, true, false, true, embeddable, false, true, false, 
píču, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
kiduttaa, fi, , Bullying;Harm-Abuse;Threats, high, false, false, true, embeddable, true, true, true, torture
koshinuke, ja, koshinuke;コシヌケ, Vulgarity, mild, false, false, true, embeddable, false, true, false, Coward; Slang
せくろーす, ja, sekuro su;セクロース, Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Sex
chiasse, fr, chiasses, Vulgarity, medium, true, true, false, embeddable, true, false, true, 
preto, pt, , Bigotry-Racism;Vulgarity, medium, false, false, true, embeddable, true, true, false, "Color ""black"". Can also be used as an offensive term to refer to an afro-american person."
хачом, ru, хача;хачам;хачами;хачах;хаче;хачей;хачи;хачом, Bigotry-Racism, severe, false, false, true, exactMatch, true, true, false, 
desabrigar, es, desabrigar;desabrochar;desarropar, Grooming, medium, false, false, true, embeddable, false, true, true, 
インチキ野郎, ja, inchiki yarou;いんちき野郎;インチキヤロウ;インチキ野郎, Vulgarity, medium, false, false, true, embeddable, false, true, false, Hustler; swindler; Swearword
ゴウビョウ, ja, goubyou;ごうびょう;ゴウビョウ, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, chronic sickness
締め込み綿, ja, shiekominishiki;〆込み錦;しめこみにしき;しめこみ錦;シメコミニシキ;締め込み綿, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, A name of sex positions. (Traditional expression); crowded nishiki
ahbal, ar, ahbal;habayel;habla;mahabeel;مهابيل;هبايل;هبلة, Vulgarity, medium, false, false, false, embeddable, false, false, false, dumm
castrado, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
apendajadas, es, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
gland, fr, glandu, Sexual, medium, true, true, true, embeddable, true, true, true, 
michigan, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Estado de USA.
ていかいはつこく, ja, teikaihatsukoku;ていかいはつこく;テイカイハツコク, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, Third world country; derogatory
かくせいざい, ja, kakuseizai;かくせいざい;カクセイザイ;覚せい剤, Alcohol-Drug, high, false, false, true, embeddable, false, true, false, stimulant drug
šmejd, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
moederneuker, nl, , Microsoft;Vulgarity, severe, false, false, true, nonEmbeddable, true, true, false, Motherfucker
ignorante, pt, iginorante;iginorantes;ignora;ignorantes;ignorância, Bullying, medium, false, false, true, embeddable, true, true, false, who lacks knowledge or information as to a particular subject 
huaquillas, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in ECUADOR
ivg, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
culbuter, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
脱糞, ja, dappun;だっぷん;ダップン, Vulgarity, medium, false, false, true, embeddable, false, true, false, defacation; bowel movement
vara, pt, , Sexual, medium, true, false, true, embeddable, true, true, false, 
samen, de, , Sexual, medium, false, false, true, embeddable, true, true, false, 
calentorra, es, , Disney, medium, true, false, true, embeddable, false, true, false, 
zalez, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
あんぱらんぐ, ja, anparangu;アンパラング, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Genital piercing
ばいぶれーたー, ja, baibureta;バイブレーター, Sexual, high, false, false, true, embeddable, false, true, false, Vibrator; from English
verdomd, nl, , Vulgarity, medium, true, false, true, nonEmbeddable, false, true, false, Damned
cozza, it, , Sexual, medium, false, false, true, nonEmbeddable, true, true, false, Ugly girl
eutaw, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
putamadre, es, , Disney, high, false, false, true, embeddable, false, true, false, 
krüpel, de, krüpel, Disease;Vulgarity, medium, false, false, true, embeddable, true, true, false, 
パイずり, ja, パイずり, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, tit fuck
compton, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de California.
quatorze, fr, , Numbers, medium, false, false, true, embeddable, false, true, false, french number
hounyou, ja, hounyou;ほうにょう;ホウニョウ, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, scatology; sexualized scat activity; golden shower
跛跛, ja, chinba;ちんば;チンバ;跛足, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, Cripple; derogatory
preliminar, pt, , Sexual, medium, false, false, true, embeddable, true, true, false, 
arriéré, fr, , Bullying, medium, true, true, true, embeddable, true, true, true, 
